BAscore,abv,beer_id,beer_img,beer_name,beer_style,brewery,desc,num_reviews,ranking
3.83,7.50,488,https://cdn.beeradvocate.com/im/beers/256055.jpg,Ee Tah! IPA,American IPA,Anderson Valley Brewing Company,"Formerly Eeeee Tah! and Eetah!Our Ee Tah! IPA pours to a bright, golden yellow color with aromas of rich tropical fruit, passion fruit with a hint of citrus. Pale, pilsner, and midnight wheat malts give it a solid malt character while Chinook, Citra, and Amarillo hops impart flavors of ripe tropical fruit, peach and apricot leading to a clean hoppy finish.",28,21522
3.89,7.20,489,https://cdn.beeradvocate.com/im/beers/97802.jpg,Grand Hill IPA,American IPA,El Segundo Brewing Company,None provided.,20,16891
3.71,7.10,490,https://cdn.beeradvocate.com/im/beers/92159.jpg,Hop-O-Matic,American IPA,Ritual Brewing Co.,None provided.,13,30791
3.67,7.00,491,https://cdn.beeradvocate.com/im/beers/90367.jpg,RVA IPA,American IPA,Hardywood Park Craft Brewery,None provided.,10,33433
3.33,5.80,492,https://cdn.beeradvocate.com/im/beers/85242.jpg,I-4 IPA,American IPA,Orlando Brewing Partners,None provided.,18,44641
3.93,7.60,493,https://cdn.beeradvocate.com/im/beers/109412.jpg,Overly Friendly IPA,American IPA,Holy City Brewing,"Charleston's got a rep as a friendly city. We're probably on some dumb list for it. All we know is word has spread further south to Florida, because our friends from Boca Raton's Funky Buddha Lounge & Brewery told us ""people in Charleston so so damn friendly"" at the 2013 Great American Beer Festival.Sure, we smile. We wave. We say hello, ""hey y'all,"" and other cute stuff. But that friendliness can be a little overwhelming to folks that aren't used to it. Same goes for this IPA, whose name came from our intern, Brynn. A double dose of Citra and Sorachi Ace in the boil and the dry hop impart a massive, citrusy nose to the beer, which is backed up by pale and wheat malts.We love hops, but if you're not used to them, this might be too much. Don't worry, we'll keep smiling at you.",25,13852
3.58,6.00,494,https://cdn.beeradvocate.com/im/beers/206585.jpg,Retro IPA,American IPA,Evil Twin Brewing,This is a tasty time-traveling tribute to an all time iconic beer style - the India Pale Ale. Though the style goes 200 years back this time around we re-created a 1985 style IPA - perhaps you remember the hip hop times. Enjoy a full on hoppy beer infused with everything you loved about the 80’s. The future is now.,42,38637
3.29,6.00,495,https://cdn.beeradvocate.com/im/beers/88668.jpg,Hopfive IPA,American IPA,Susquehanna Brewing Company,None provided.,24,45091
3.87,6.50,496,https://cdn.beeradvocate.com/im/beers/7908.jpg,American IPA,American IPA,Kuhnhenn Brewing Company,"Amber in color; unfiltered, so it is not crystal clear. Quite bitter with a balance of malty caramel-like sweetness. Aroma is of intense dry hopping; meaning- lots of hops were added late in the beer making process post boiling.",67,18136
4.06,7.00,497,https://cdn.beeradvocate.com/im/beers/293771.jpg,Imaginary Friends,American IPA,Prairie Artisan Ales,None provided.,47,7032
3.83,7.50,498,https://cdn.beeradvocate.com/im/beers/55373.jpg,Valhalla,American IPA,Elysian Brewing Company,"From their menu: ""It's thirsty work crossing the rainbow bridge! Fill your horn with the hoppy pagan red ale of pale, Special B and just a pinch of roasted barley, bittered with Sorachi Ace and finished with rare Citra hops. Starting gravity 17.1° plato (1.069), alcohol 5.65% by weight, 6.75% by volume.""",40,21360
4.21,5.80,499,https://cdn.beeradvocate.com/im/beers/43579.jpg,Hop Hog,American IPA,Feral Brewing Co.,None provided.,60,2666
3.97,6.80,500,https://cdn.beeradvocate.com/im/beers/174640.jpg,IPA,American IPA,Manor Hill Brewing,"This aroma forward IPA showcases the versatile Mosaic hop. Tropical fruit, berry and citrus aromas completely dominate the nose. El Dorado and Mandarina Bavaria hops combine to round out the hop bill and display a firm hoppy backbone that is accompanied by Vienna, Flaked Oats and Pale malts for balance. A heavy dose of Mosaic in the dry hopping provides you with a juicy hop punch that finishes slightly dry.",32,11410
3.66,7.00,501,https://cdn.beeradvocate.com/im/beers/343161.jpg,Next Coast IPA,American IPA,Goose Island Beer Co.,"It’s 7%, but totally crushable — it’s not quite like any other IPA you’ve had. Big, bracing, piney hop flavors meet a tropical bouquet of Nugget, Citra, and Mosaic hops. There’s a balanced bitterness that blends seamlessly into the light to medium body. Sip it or rip it. We're not your mom.",36,34260
3.61,7.00,502,https://cdn.beeradvocate.com/im/beers/77316.jpg,Crank Yanker IPA,American IPA,Eddyline Brewery,"Like your favorite single track, this IPA has it all! An insanely drinkable IPA, with enough maltiness to balance the incredible citrus aromoa and hop finish. You’ll be racing back for another! 2014 World Beer Championship Silver Medal.",38,37159
3.79,7.00,503,https://cdn.beeradvocate.com/im/beers/93772.jpg,IPA,American IPA,Roughtail Brewing Co.,None provided.,26,24682
3.38,5.20,504,https://cdn.beeradvocate.com/im/beers/26324.jpg,Seneca Indian Pale Ale,American IPA,Mountain State Brewing Co.,"A highly hopped, moderate bodied beer which comes in at 5.4% ABV. The hops schedule includes healthy doses of Chinook, Cascade, and Amarillo, and is tuned perfectly to provide the hops bitterness explosion that IPA fans seek without a lingering bitter aftertaste.",41,43957
3.96,6.50,505,https://cdn.beeradvocate.com/im/beers/76574.jpg,Lone Pine IPA,American IPA,Sawdust City Brewing Co.,None provided.,49,12007
3.89,6.50,506,https://cdn.beeradvocate.com/im/beers/40965.jpg,Dagger Falls IPA,American IPA,Sockeye Grill & Brewery,"This medal winning India Pale Ale is brewed in the true Northwest fashion. It has an intense hop flavor and aroma, with a dry bitter finish. It defintely has enough hops to “send you over the edge.”",42,16705
3.76,6.40,507,https://cdn.beeradvocate.com/im/beers/100571.jpg,Farmhouse American IPA,American IPA,Long Trail Brewing Co.,None provided.,22,27168
3.96,7.10,508,https://cdn.beeradvocate.com/im/beers/91613.jpg,Des Moines IPA,American IPA,Confluence Brewing Company,None provided.,20,12012
4.04,6.90,509,https://cdn.beeradvocate.com/im/beers/138660.jpg,Expatriate,American IPA,Three Weavers Brewing Company,"Inspired by the Three Weavers community, our West Coast IPA is bright and laden with notes of tropical fruits. Brewed with two-row barley, a touch of English crystal malt and loaded with new age American hops. Expatriate is home no matter where you are.",25,7887
3.9,7.00,510,https://cdn.beeradvocate.com/im/beers/2519.jpg,Marin India Pale Ale,American IPA,Marin Brewing Company,None provided.,96,15947
3.73,5.70,511,https://cdn.beeradvocate.com/im/beers/75907.jpg,Digital IPA,American IPA,Yeastie Boys,None provided.,46,29396
4.05,6.50,512,https://cdn.beeradvocate.com/im/beers/147748.jpg,HFS,American IPA,Alpine Beer Company,"Yeah, it’s that good! HFS is our GABF 2016 Bronze medal winner in the Strong Ale category. This West Coast-style American IPA is light bodied and full of hop flavor and aroma. It pours a pale gold with a light, fluffy, off-white head. Featuring a combination of Mosaic, Simcoe, and Citra hops, HFS presents a bold tropical fruit explosion with hints of grass and pine balanced by a light and bready malt character. AVAILABILITY:Year Round, 12oz. Bottles/Cans & Draft",36,7453
3.73,6.30,513,https://cdn.beeradvocate.com/im/beers/282536.jpg,The Real Peel IPA,American IPA,Avery Brewing Company,None provided.,40,29397
3.88,4.40,514,https://cdn.beeradvocate.com/im/beers/142782.jpg,State Of Mind,American IPA,Collective Arts Brewing,None provided.,42,17416
3.81,8.90,515,https://cdn.beeradvocate.com/im/beers/59667.jpg,Buckethead IPA,American IPA,Thirsty Planet Brewing Company,None provided.,19,23049
3.64,7.10,516,https://cdn.beeradvocate.com/im/beers/64150.jpg,Atticus,American IPA,Strand Brewing Co.,None provided.,31,35468
3.97,6.00,517,https://cdn.beeradvocate.com/im/beers/153163.jpg,Hops 4 Teacher,American IPA,J. Wakefield Brewing,None provided.,17,11406
3.75,6.30,518,https://cdn.beeradvocate.com/im/beers/115372.jpg,Hipster Repellant,American IPA,Falls City Brewing Company,"Now available at bars you've never heard of. Balanced and definitely not bland, only American hops are used to brew this piney, citrusy IPA. We use Citra hops in the aroma and Amarrillo hops in the flavor, crafting a well-balanced, West-Coast style IPA with a nice caramel and toffee malt bill. Hops: Citra, AmarilloAroma: Citrusy, Piney, ComplexTaste: Hoppy, Balanced, Dry",23,27878
3.5,4.50,519,,Scorcher #366,American IPA,Brooklyn Brewery,"Brooklyn Scorcher #366 is a very tasty summer pale ale featuring a hop so new that it doesn’t have a real name yet – right now it’s just called “HBC 366”. But this hop does have parents. Jason Perrault of Perrault Farms crossed the Warrior variety with a “wild” hop back in 2001. Jason says: “The brilliant coloration of the leaves combined with a nice growth habit and exceptionally formed cones with abundant lupulin (the repository of all those aromatic oils), resulted in a strikingly beautiful plant.”Working with the legendary hop breeder Gene Probasco, Jason took cuttings and started growing dozens of plants with fellow grower John I. Haas. Tom Nielsen, hop guru with our friends at Sierra Nevada Brewing, helped them figure out that this new hop was indeed delicious in beer. By 2009, the Smith family of B.T. Loftus Ranches were growing some too, and today “HBC 366” occupies about 1.2 acres of land in the Yakima Valley of Washington.And here it is! Brooklyn Scorcher #366 is a hoppy pale ale that’s dry, minerally and fruity on the palate, snappy in the center, and bursting with the citrusy, piney notes that make our new pal 366 so special.",23,41461
3.37,6.50,520,https://cdn.beeradvocate.com/im/beers/68194.jpg,4000'er IPA,American IPA,Woodstock Inn Brewery,None provided.,23,44114
4.18,6.50,521,,Simpleton,American IPA,Sante Adairius Rustic Ales,None provided.,12,3264
3.95,4.00,522,https://cdn.beeradvocate.com/im/beers/118317.jpg,Red Racer I.S.A.,American IPA,Central City Brewers + Distillers,"Mosaic hops lend to this light and fruity ale with a good bitterness and malt balance, coupled with refreshing hops aromatics. Red Racer India Session Ale is big on flavour, yet light in alcohol.",34,12582
3.82,6.50,523,https://cdn.beeradvocate.com/im/beers/28927.jpg,Propeller IPA,American IPA,Propeller Brewery,"Not for the faint of heart. True India Pale Ales had to withstand long sea voyages before quenching the thirst of cranky British troops stationed in India. Our IPA is true to this style, it’s bracing, bitter and higher in alcohol (6.5% ABVl) and made with the trademark Propeller quality. It’s full-bodied ale for full throttle beer lovers!",77,22260
4.03,7.00,524,https://cdn.beeradvocate.com/im/beers/204453.jpg,Highland IPA,American IPA,Highland Brewing,"A statement from Appalachia. American Chinook, Citra, and Centennial hops from the Pacific Northwest shine in our first West Coast style IPA. A sturdy malt bill frames hints of tropical fruit, lemon rind, grapefruit and dank hops notes. Brilliant and golden in color. expect a dry, resiny, citrusy finish.",33,8345
4.06,8.00,525,https://cdn.beeradvocate.com/im/beers/81057.jpg,Cannon Dragger,American IPA,Burnt Hickory Brewery,"The soldiers that dragged the 100 cannons up the side of Little Kennessaw Mountain knew something about fortitude. This ale would not let them down. A piney/citrusy/ danky IPA, Cannon Dragger is aggressively dosed with “C” hops all threw itʼs journey from the grain to the glass. Itʼs pays off, Itʼs a feat of amazing beer strength!",33,6983
3.6,7.00,526,https://cdn.beeradvocate.com/im/beers/7026.jpg,Cornerstone IPA,American IPA,Rochester Mills Beer Co.,None provided.,36,37705
3.88,6.80,527,https://cdn.beeradvocate.com/im/beers/300134.jpg,Tasty IPA,American IPA,21st Amendment Brewery,"Last year, we partnered up with homebrewer extraordinaire, Mike “Tasty” McDole, to collaborate on a delicious, limited-release beer we called Tasty IPA. The beer came and went far too fast and since then, we have all been craving another Tasty cheers so we decided to bring it back for good!",46,17413
4.04,6.90,528,https://cdn.beeradvocate.com/im/beers/55580.jpg,Tomahawk Single Hop IPA,American IPA,Mikkeller ApS,None provided.,89,7866
4.22,7.60,529,https://cdn.beeradvocate.com/im/beers/225811.jpg,Psychedelic Cat Grass,American IPA,Short's Brewing Company,None provided.,40,2456
4.09,6.70,530,https://cdn.beeradvocate.com/im/beers/101783.jpg,Citramax,American IPA,Market Garden Brewery,None provided.,25,5830
3.77,6.50,531,https://cdn.beeradvocate.com/im/beers/8278.jpg,Hopfest,American IPA,Legend Brewing Co.,"Legend Hopfest begins with a sturdy barley malt background including Munich and aromatic malts, as well as a few medium kilned malts producing a rich , deep orange colored beer. Step two, the hops; Hopfest sports a distinct pine/fruit aroma. Expect an intensely flavored brew, with hop flavor lasting throughout. There is a toasty, earthy background, adding a rich, malty dimension to the long finish. The end result is a full flavored IPA with a strong malt backbone and long satisfying hop finish.",78,26534
3.94,8.00,532,https://cdn.beeradvocate.com/im/beers/74853.jpg,Hoodoo Midwest Wet Hop IPA,American IPA,North Peak Brewing Company,None provided.,44,13154
3.87,7.00,533,https://cdn.beeradvocate.com/im/beers/15217.jpg,Proving Ground IPA,American IPA,Magnolia Pub & Brewery,"One of Magnolia's most-loved and asked-for beers, an over-the-top IPA we've been brewing since 1999. It's a hybrid, built around English Maris Otter malt and fermented with our English ale yeast but then packed with a powerful hop charge like an American IPA, including big dry hop character. American hops dominate but Maris Otter comes through with a malty counterpoint in a way not often found in this style of beer.",52,18121
